AC   MIPF0000001
ID   mir-17
//
AC   MIPF0000197
ID   mir-150
MI   MI0000172  mmu-mir-150
MI   MI0000479  hsa-mir-150
MI   MI0000920  rno-mir-150
MI   MI0004846  xtr-mir-150
MI   MI0005058  bta-mir-150
MI   MI0006840  oan-mir-150
MI   MI0007641  mml-mir-150
MI   MI0007998  cfa-mir-150
MI   MI0008550  ptr-mir-150
MI   MI0012504  mdo-mir-150
MI   MI0012762  eca-mir-150
MI   MI0014840  ppy-mir-150
MI   MI0018761  aca-mir-150
MI   MI0019633  sha-mir-150
//
AC   MIPF0000198
ID   MIR405
MI   MI0001074  ath-MIR405a
MI   MI0001075  ath-MIR405b
MI   MI0001077  ath-MIR405d
//
AC   MIPF0000199
ID   mir-331
MI   MI0000608  rno-mir-331
MI   MI0000609  mmu-mir-331
MI   MI0000812  hsa-mir-331
MI   MI0005463  bta-mir-331
MI   MI0007698  mml-mir-331
MI   MI0008622  ptr-mir-331
MI   MI0010394  cfa-mir-331
MI   MI0012934  eca-mir-331
MI   MI0013142  ssc-mir-331
MI   MI0014899  ppy-mir-331
//
AC   MIPF0000200
ID   mir-330
MI   MI0000606  rno-mir-330
MI   MI0000607  mmu-mir-330
MI   MI0000803  hsa-mir-330
MI   MI0007697  mml-mir-330
MI   MI0008621  ptr-mir-330
MI   MI0009803  bta-mir-330
MI   MI0010392  cfa-mir-330
MI   MI0012763  eca-mir-330
MI   MI0014898  ppy-mir-330
//
AC   MIPF0000201
ID   mir-485
MI   MI0002469  hsa-mir-485
MI   MI0003492  mmu-mir-485
MI   MI0003549  rno-mir-485
MI   MI0007758  mml-mir-485
MI   MI0008146  cfa-mir-485
MI   MI0008681  ptr-mir-485
MI   MI0009842  bta-mir-485
MI   MI0012903  eca-mir-485
MI   MI0014957  ppy-mir-485
MI   MI0016950  oar-mir-485
//
AC   MIPF0000202
ID   mir-185
MI   MI0000227  mmu-mir-185
MI   MI0000482  hsa-mir-185
MI   MI0000930  rno-mir-185
MI   MI0007649  mml-mir-185
MI   MI0008065  cfa-mir-185
MI   MI0008218  ssc-mir-185
MI   MI0008561  ptr-mir-185
MI   MI0009758  bta-mir-185
MI   MI0014849  ppy-mir-185
//
AC   MIPF0000203
ID   mir-328
MI   MI0000602  rno-mir-328a
MI   MI0000603  mmu-mir-328
MI   MI0000804  hsa-mir-328
MI   MI0008099  cfa-mir-328
MI   MI0008618  ptr-mir-328
MI   MI0009800  bta-mir-328
MI   MI0012684  eca-mir-328
MI   MI0013158  ssc-mir-328
MI   MI0014895  ppy-mir-328
//
AC   MIPF0000204
ID   mir-297
MI   MI0000395  mmu-mir-297a-1
MI   MI0000968  rno-mir-297
MI   MI0005775  hsa-mir-297
MI   MI0006291  mmu-mir-466f-4
MI   MI0006292  mmu-mir-466k
MI   MI0007682  mml-mir-297
MI   MI0008593  ptr-mir-297
MI   MI0013053  bta-mir-669
MI   MI0014875  ppy-mir-297
//
AC   MIPF0000206
ID   mir-298
MI   MI0000398  mmu-mir-298
MI   MI0000969  rno-mir-298
MI   MI0005523  hsa-mir-298
MI   MI0007683  mml-mir-298
MI   MI0008594  ptr-mir-298
MI   MI0014876  ppy-mir-298
//
AC   MIPF0000207
ID   MIR537
MI   MI0003508  ppt-MIR537a
MI   MI0003509  ppt-MIR537b
MI   MI0005935  ppt-MIR537c
MI   MI0005936  ppt-MIR537d
//
AC   MIPF0000208
ID   mir-466
MI   MI0002401  mmu-mir-466a
MI   MI0003713  gga-mir-466
MI   MI0005502  mmu-mir-466b-1
MI   MI0005503  mmu-mir-466b-2
MI   MI0005504  mmu-mir-466b-3
MI   MI0005505  mmu-mir-466c-1
MI   MI0005506  mmu-mir-466e
MI   MI0014057  mmu-mir-466c-2
MI   MI0014060  mmu-mir-466b-4
MI   MI0014063  mmu-mir-466b-5
MI   MI0014067  mmu-mir-466b-6
MI   MI0014070  mmu-mir-466b-7
MI   MI0014078  mmu-mir-466p
MI   MI0014112  mmu-mir-466b-8
//
AC   MIPF0000209
ID   mir-362
MI   MI0000762  hsa-mir-362
MI   MI0000763  mmu-mir-362
MI   MI0007708  mml-mir-362
MI   MI0008635  ptr-mir-362
MI   MI0009811  bta-mir-362
MI   MI0010385  cfa-mir-362
MI   MI0012590  rno-mir-362
MI   MI0012957  eca-mir-362
MI   MI0014909  ppy-mir-362
MI   MI0015913  ssc-mir-362
//
AC   MIPF0000210
ID   mir-360
MI   MI0000759  cel-mir-360
MI   MI0001405  cbr-mir-360
//
AC   MIPF0000211
ID   mir-432
MI   MI0001522  oar-mir-432
MI   MI0003133  hsa-mir-432
MI   MI0007744  mml-mir-432
MI   MI0008667  ptr-mir-432
MI   MI0009831  bta-mir-432
MI   MI0010403  cfa-mir-432
MI   MI0012528  mmu-mir-432
MI   MI0012901  eca-mir-432
MI   MI0013155  ssc-mir-432
MI   MI0014944  ppy-mir-432
//
AC   MIPF0000212
ID   mir-540
MI   MI0003518  mmu-mir-540
MI   MI0003524  rno-mir-540
//
AC   MIPF0000213
ID   mir-541
MI   MI0003521  mmu-mir-541
MI   MI0003527  rno-mir-541
MI   MI0005539  hsa-mir-541
MI   MI0009858  bta-mir-541
MI   MI0012541  mml-mir-541
MI   MI0012911  eca-mir-541
MI   MI0015039  ppy-mir-541
MI   MI0016956  oar-mir-541
//
AC   MIPF0000215
ID   MIR474
MI   MI0002358  ptc-MIR474a
MI   MI0002359  ptc-MIR474b
//
AC   MIPF0000216
ID   MIR477
MI   MI0002356  ptc-MIR473a
MI   MI0002357  ptc-MIR473b
MI   MI0002368  ptc-MIR477a
MI   MI0002369  ptc-MIR477b
MI   MI0005671  ppt-MIR477c
MI   MI0005672  ppt-MIR477a
MI   MI0005673  ppt-MIR477f
MI   MI0005674  ppt-MIR477g
MI   MI0005918  ppt-MIR477d
MI   MI0005919  ppt-MIR477e
MI   MI0005920  ppt-MIR477h
MI   MI0006202  ppt-MIR477b
MI   MI0007970  vvi-MIR477
MI   MI0012100  aqc-MIR477g
MI   MI0012101  aqc-MIR477f
MI   MI0012102  aqc-MIR477e
MI   MI0012104  aqc-MIR477b
MI   MI0012105  aqc-MIR477c
MI   MI0012106  aqc-MIR477d
MI   MI0016025  vvi-MIR447b
MI   MI0016717  csi-MIR473
MI   MI0016718  csi-MIR477a
MI   MI0016719  csi-MIR477b
MI   MI0016720  csi-MIR477c
//
AC   MIPF0000217
ID   mir-505
MI   MI0003190  hsa-mir-505
MI   MI0003720  rno-mir-505
MI   MI0004706  mmu-mir-505
MI   MI0007779  mml-mir-505
MI   MI0008700  ptr-mir-505
MI   MI0009856  bta-mir-505
MI   MI0010407  cfa-mir-505
MI   MI0012974  eca-mir-505
MI   MI0013171  ssc-mir-505
MI   MI0014978  ppy-mir-505
//
AC   MIPF0000218
ID   MIR480
MI   MI0002390  ptc-MIR480a
MI   MI0002391  ptc-MIR480b
//
AC   MIPF0000219
ID   mir-484
MI   MI0002468  hsa-mir-484
MI   MI0003491  mmu-mir-484
MI   MI0004749  bta-mir-484
MI   MI0006151  rno-mir-484
MI   MI0007757  mml-mir-484
MI   MI0008680  ptr-mir-484
MI   MI0014956  ppy-mir-484
MI   MI0015929  ssc-mir-484
//
AC   MIPF0000220
ID   mir-486
MI   MI0002470  hsa-mir-486
MI   MI0003493  mmu-mir-486
MI   MI0007759  mml-mir-486
MI   MI0008682  ptr-mir-486
MI   MI0009843  bta-mir-486
MI   MI0012931  eca-mir-486
MI   MI0013103  ssc-mir-486-1
MI   MI0014103  mmu-mir-3107
MI   MI0014958  ppy-mir-486
MI   MI0017992  ssc-mir-486-2
//
AC   MIPF0000221
ID   mir-90
MI   MI0000059  cel-mir-90
MI   MI0000524  cbr-mir-90
MI   MI0010982  cbr-mir-90b
MI   MI0011036  crm-mir-90
//
AC   MIPF0000222
ID   mir-289
MI   MI0000385  dme-mir-289
MI   MI0001348  dps-mir-289
MI   MI0009003  dan-mir-289
MI   MI0009098  der-mir-289
MI   MI0009305  dpe-mir-289
MI   MI0009369  dse-mir-289
MI   MI0009438  dsi-mir-289
MI   MI0009698  dya-mir-289
//
AC   MIPF0000223
ID   mir-288
MI   MI0000384  dme-mir-288
MI   MI0001347  dps-mir-288
MI   MI0008943  dan-mir-288
MI   MI0009093  der-mir-288
MI   MI0009145  dgr-mir-288
MI   MI0009228  dmo-mir-288
MI   MI0009310  dpe-mir-288
MI   MI0009368  dse-mir-288
MI   MI0009464  dsi-mir-288
MI   MI0009519  dvi-mir-288
MI   MI0009624  dwi-mir-288
MI   MI0009668  dya-mir-288
//
AC   MIPF0000224
ID   mir-287
MI   MI0000381  dme-mir-287
MI   MI0001346  dps-mir-287
MI   MI0008961  dan-mir-287
MI   MI0009022  der-mir-287
MI   MI0009106  dgr-mir-287-1
MI   MI0009144  dgr-mir-287-2
MI   MI0009212  dmo-mir-287
MI   MI0009315  dpe-mir-287
MI   MI0009332  dse-mir-287
MI   MI0009466  dsi-mir-287
MI   MI0009496  dvi-mir-287
MI   MI0009569  dwi-mir-287
MI   MI0009677  dya-mir-287
//
AC   MIPF0000225
ID   mir-286
MI   MI0000380  dme-mir-286
MI   MI0001345  dps-mir-286
MI   MI0008978  dan-mir-286
MI   MI0009030  der-mir-286
MI   MI0009131  dgr-mir-286-2
MI   MI0009136  dgr-mir-286-1
MI   MI0009196  dmo-mir-286
MI   MI0009263  dpe-mir-286
MI   MI0009359  dse-mir-286
MI   MI0009424  dsi-mir-286
MI   MI0009517  dvi-mir-286
MI   MI0009565  dwi-mir-286
MI   MI0009684  dya-mir-286
MI   MI0010605  aga-mir-286
MI   MI0013519  aae-mir-286b-1
MI   MI0013520  aae-mir-286b-2
MI   MI0013521  aae-mir-286a
//
AC   MIPF0000226
ID   mir-358
MI   MI0000757  cel-mir-358
MI   MI0001403  cbr-mir-358
//
AC   MIPF0000227
ID   mir-357
MI   MI0000756  cel-mir-357
MI   MI0001400  cbr-mir-357-1
MI   MI0011100  crm-mir-357
MI   MI0015958  cbr-mir-357-2
//
AC   MIPF0000228
ID   mir-284
MI   MI0000369  dme-mir-284
MI   MI0001343  dps-mir-284
MI   MI0008952  dan-mir-284
MI   MI0009052  der-mir-284
MI   MI0009157  dgr-mir-284
MI   MI0009182  dmo-mir-284
MI   MI0009262  dpe-mir-284
MI   MI0009360  dse-mir-284
MI   MI0009470  dsi-mir-284
MI   MI0009545  dvi-mir-284
MI   MI0009560  dwi-mir-284
MI   MI0009660  dya-mir-284
//
AC   MIPF0000229
ID   mir-490
MI   MI0003125  hsa-mir-490
MI   MI0003709  gga-mir-490
MI   MI0005002  mmu-mir-490
MI   MI0006670  oan-mir-490
MI   MI0007764  mml-mir-490
MI   MI0008687  ptr-mir-490
MI   MI0009845  bta-mir-490
MI   MI0010372  cfa-mir-490
MI   MI0012585  rno-mir-490
MI   MI0012698  eca-mir-490
MI   MI0013763  tgu-mir-490-1
MI   MI0013764  tgu-mir-490-2
MI   MI0014963  ppy-mir-490
MI   MI0015914  ssc-mir-490
MI   MI0018878  aca-mir-490
//
AC   MIPF0000230
ID   mir-493
MI   MI0003132  hsa-mir-493
MI   MI0003540  rno-mir-493
MI   MI0005514  mmu-mir-493
MI   MI0007767  mml-mir-493
MI   MI0008130  cfa-mir-493
MI   MI0009847  bta-mir-493
MI   MI0012906  eca-mir-493b
MI   MI0014966  ppy-mir-493
MI   MI0016912  oar-mir-493
//
AC   MIPF0000231
ID   mir-497
MI   MI0003138  hsa-mir-497
MI   MI0003724  rno-mir-497
MI   MI0004636  mmu-mir-497
MI   MI0005467  bta-mir-497
MI   MI0007771  mml-mir-497
MI   MI0008104  cfa-mir-497
MI   MI0012519  mdo-mir-497
MI   MI0012565  ptr-mir-497
MI   MI0012787  eca-mir-497
MI   MI0013139  ssc-mir-497
MI   MI0014970  ppy-mir-497
MI   MI0019649  sha-mir-497
//
AC   MIPF0000232
ID   mir-236
MI   MI0000311  cel-mir-236
MI   MI0000532  cbr-mir-236
MI   MI0011065  crm-mir-236
//
AC   MIPF0000233
ID   mir-42
MI   MI0000013  cel-mir-42
MI   MI0000495  cbr-mir-42
MI   MI0011050  crm-mir-42
//
AC   MIPF0000234
ID   mir-43
MI   MI0000014  cel-mir-43
MI   MI0000496  cbr-mir-43
MI   MI0011051  crm-mir-43
//
AC   MIPF0000235
ID   mir-48
MI   MI0000019  cel-mir-48
MI   MI0000502  cbr-mir-48
//
AC   MIPF0000236
ID   mir-355
MI   MI0000754  cel-mir-355
MI   MI0001422  cbr-mir-355
MI   MI0011053  crm-mir-355
//
AC   MIPF0000237
ID   mir-49
MI   MI0000020  cel-mir-49
MI   MI0000503  cbr-mir-49
MI   MI0011023  crm-mir-49
//
AC   MIPF0000238
ID   mir-354
MI   MI0000753  cel-mir-354
MI   MI0001414  cbr-mir-354
//
AC   MIPF0000239
ID   mir-353
MI   MI0000752  cel-mir-353
MI   MI0001390  cbr-mir-353
//
AC   MIPF0000240
ID   mir-280
MI   MI0000365  dme-mir-280
MI   MI0001338  dps-mir-280
MI   MI0008973  dan-mir-280
MI   MI0009031  der-mir-280
MI   MI0009167  dgr-mir-280
MI   MI0009216  dmo-mir-280
MI   MI0009276  dpe-mir-280
MI   MI0009329  dse-mir-280
MI   MI0009532  dvi-mir-280
MI   MI0009595  dwi-mir-280
MI   MI0009638  dya-mir-280
//
AC   MIPF0000241
ID   mir-207
MI   MI0000250  mmu-mir-207
MI   MI0003479  rno-mir-207
//
AC   MIPF0000242
ID   mir-425
MI   MI0001447  mmu-mir-425
MI   MI0001448  hsa-mir-425
MI   MI0004882  xtr-mir-425
MI   MI0005047  bta-mir-425
MI   MI0005342  mdo-mir-425
MI   MI0006146  rno-mir-425
MI   MI0006880  oan-mir-425
MI   MI0007741  mml-mir-425
MI   MI0008038  cfa-mir-425
MI   MI0008665  ptr-mir-425
MI   MI0013133  ssc-mir-425
MI   MI0013657  tgu-mir-425
MI   MI0014941  ppy-mir-425
MI   MI0018865  aca-mir-425
//
AC   MIPF0000243
ID   mir-240
MI   MI0000316  cel-mir-240
MI   MI0001408  cbr-mir-240
//
AC   MIPF0000244
ID   mir-351
MI   MI0000642  rno-mir-351
MI   MI0000643  mmu-mir-351
//
AC   MIPF0000245
ID   mir-350
MI   MI0000639  rno-mir-350
MI   MI0000640  mmu-mir-350
MI   MI0008120  cfa-mir-350
MI   MI0012939  eca-mir-350
//
AC   MIPF0000246
ID   mir-314
MI   MI0000426  dme-mir-314
MI   MI0001355  dps-mir-314
MI   MI0009002  dan-mir-314
MI   MI0009069  der-mir-314
MI   MI0009141  dgr-mir-314
MI   MI0009197  dmo-mir-314
MI   MI0009274  dpe-mir-314
MI   MI0009357  dse-mir-314
MI   MI0009429  dsi-mir-314
MI   MI0009475  dvi-mir-314
MI   MI0009592  dwi-mir-314
MI   MI0009649  dya-mir-314
//
AC   MIPF0000247
ID   mir-86
MI   MI0000057  cel-mir-86
MI   MI0000522  cbr-mir-86
MI   MI0011088  crm-mir-86
//
AC   MIPF0000248
ID   mir-241
MI   MI0000317  cel-mir-241
MI   MI0000533  cbr-mir-241
MI   MI0011110  crm-mir-241
//
AC   MIPF0000249
ID   mir-85
MI   MI0000056  cel-mir-85
MI   MI0000521  cbr-mir-85
MI   MI0011049  crm-mir-85
//
AC   MIPF0000250
ID   mir-84
MI   MI0000055  cel-mir-84
MI   MI0001413  cbr-mir-84
MI   MI0011074  crm-mir-84
MI   MI0011144  ppc-mir-84b
MI   MI0011159  ppc-mir-84a
//
AC   MIPF0000251
ID   mir-83
MI   MI0000054  cel-mir-83
MI   MI0001396  cbr-mir-83
MI   MI0011032  crm-mir-83
//
AC   MIPF0000252
ID   mir-11
MI   MI0000131  dme-mir-11
MI   MI0001308  dps-mir-11
MI   MI0008306  aga-mir-11
MI   MI0009009  dan-mir-11
MI   MI0009038  der-mir-11
MI   MI0009115  dgr-mir-11
MI   MI0009233  dmo-mir-11
MI   MI0009292  dpe-mir-11
MI   MI0009350  dse-mir-11
MI   MI0009430  dsi-mir-11
MI   MI0009483  dvi-mir-11
MI   MI0009576  dwi-mir-11
MI   MI0009703  dya-mir-11
MI   MI0012294  bmo-mir-11
MI   MI0013453  aae-mir-11
MI   MI0013601  cqu-mir-11
MI   MI0016136  ame-mir-11
MI   MI0016375  tca-mir-11
//
AC   MIPF0000253
ID   MIR169_3
MI   MI0002246  ptc-MIR169aa
MI   MI0002270  ptc-MIR169t
//
AC   MIPF0000254
ID   mir-316
MI   MI0000428  dme-mir-316
MI   MI0001357  dps-mir-316
MI   MI0008983  dan-mir-316
MI   MI0009034  der-mir-316
MI   MI0009132  dgr-mir-316
MI   MI0009181  dmo-mir-316
MI   MI0009326  dpe-mir-316
MI   MI0009381  dse-mir-316
MI   MI0009434  dsi-mir-316
MI   MI0009512  dvi-mir-316
MI   MI0009566  dwi-mir-316
MI   MI0009652  dya-mir-316-1
MI   MI0009695  dya-mir-316-2
MI   MI0010619  ame-mir-316
MI   MI0012292  bmo-mir-316
MI   MI0013523  aae-mir-316
MI   MI0013629  cqu-mir-316
MI   MI0013933  api-mir-316
MI   MI0016305  tca-mir-316
//
AC   MIPF0000255
ID   MIR169_4
MI   MI0002265  ptc-MIR169o
MI   MI0002266  ptc-MIR169p
//
AC   MIPF0000256
ID   mir-244
MI   MI0000320  cel-mir-244
MI   MI0000534  cbr-mir-244
MI   MI0011087  crm-mir-244
//
AC   MIPF0000257
ID   mir-245
MI   MI0000321  cel-mir-245
MI   MI0000535  cbr-mir-245
MI   MI0011108  crm-mir-245
//
AC   MIPF0000258
ID   mir-80
MI   MI0000051  cel-mir-80
MI   MI0000518  cbr-mir-80
MI   MI0011115  crm-mir-80
//
AC   MIPF0000259
ID   mir-318
MI   MI0000430  dme-mir-318
MI   MI0001359  dps-mir-318
MI   MI0009000  dan-mir-318
MI   MI0009057  der-mir-318
MI   MI0009124  dgr-mir-318
MI   MI0009237  dmo-mir-318
MI   MI0009306  dpe-mir-318
MI   MI0009379  dse-mir-318
MI   MI0009474  dsi-mir-318
MI   MI0009489  dvi-mir-318
MI   MI0009582  dwi-mir-318-2
MI   MI0009602  dwi-mir-318-1
MI   MI0009651  dya-mir-318
//
AC   MIPF0000260
ID   mir-246
MI   MI0000322  cel-mir-246
MI   MI0001397  cbr-mir-246
MI   MI0011081  crm-mir-246-1
MI   MI0011096  crm-mir-246-2
//
AC   MIPF0000261
ID   mir-K12-10
MI   MI0002472  kshv-mir-K12-10a
MI   MI0002473  kshv-mir-K12-10b
//
AC   MIPF0000262
ID   mir-248
MI   MI0000324  cel-mir-248
MI   MI0000536  cbr-mir-248
MI   MI0011063  crm-mir-248
//
AC   MIPF0000263
ID   mir-249
MI   MI0000325  cel-mir-249
MI   MI0001407  cbr-mir-249
MI   MI0011047  crm-mir-249
//
AC   MIPF0000264
ID   mir-274
MI   MI0000355  dme-mir-274
MI   MI0001331  dps-mir-274
MI   MI0008982  dan-mir-274
MI   MI0009061  der-mir-274
MI   MI0009174  dgr-mir-274
MI   MI0009208  dmo-mir-274
MI   MI0009318  dpe-mir-274
MI   MI0009390  dse-mir-274
MI   MI0009487  dvi-mir-274
MI   MI0009589  dwi-mir-274
MI   MI0009626  dya-mir-274
//
AC   MIPF0000265
ID   lsy-6
MI   MI0000801  cel-lsy-6
MI   MI0000818  cbr-lsy-6
//
AC   MIPF0000266
ID   mir-50
MI   MI0000021  cel-mir-50
MI   MI0000504  cbr-mir-50
MI   MI0011090  crm-mir-50
MI   MI0018548  asu-mir-50
MI   MI0013330  bma-mir-50
//
AC   MIPF0000267
ID   mir-344
MI   MI0000629  rno-mir-344a-1
MI   MI0000630  mmu-mir-344-1
MI   MI0004227  mmu-mir-344d-3
MI   MI0004524  mmu-mir-344d-1
MI   MI0004619  mmu-mir-344d-2
MI   MI0005495  mmu-mir-344-2
MI   MI0014094  mmu-mir-344e
MI   MI0014096  mmu-mir-344c
MI   MI0014097  mmu-mir-344g
MI   MI0014098  mmu-mir-344f
MI   MI0015408  rno-mir-344b-2
MI   MI0015432  rno-mir-344a-2
MI   MI0015472  rno-mir-344b-1
MI   MI0019196  mmu-mir-344h-1
MI   MI0019197  mmu-mir-344h-2
MI   MI0019317  mmu-mir-344i
//
AC   MIPF0000268
ID   mir-51
MI   MI0000022  cel-mir-51
MI   MI0001398  cbr-mir-51
//
AC   MIPF0000269
ID   mir-341
MI   MI0000624  rno-mir-341
MI   MI0000625  mmu-mir-341
//
AC   MIPF0000270
ID   mir-55
MI   MI0000026  cel-mir-55
MI   MI0001412  cbr-mir-55
MI   MI0011070  crm-mir-55
//
AC   MIPF0000271
ID   mir-57
MI   MI0000028  cel-mir-57
MI   MI0000507  cbr-mir-57
MI   MI0011024  crm-mir-57
MI   MI0018550  asu-mir-57
MI   MI0013331  bma-mir-57
//
AC   MIPF0000272
ID   mir-77
MI   MI0000048  cel-mir-77
MI   MI0000515  cbr-mir-77-1
MI   MI0011022  crm-mir-77-2
MI   MI0011033  crm-mir-77-1
MI   MI0015959  cbr-mir-77-2
//
AC   MIPF0000273
ID   mir-75
MI   MI0000046  cel-mir-75
MI   MI0000514  cbr-mir-75
MI   MI0011039  crm-mir-75
//
AC   MIPF0000274
ID   mir-149
MI   MI0000171  mmu-mir-149
MI   MI0000478  hsa-mir-149
MI   MI0007640  mml-mir-149
MI   MI0008549  ptr-mir-149
MI   MI0010383  cfa-mir-149
MI   MI0012725  eca-mir-149
MI   MI0014839  ppy-mir-149
MI   MI0016620  ssc-mir-149
//
AC   MIPF0000275
ID   mir-74
MI   MI0000045  cel-mir-74
MI   MI0000513  cbr-mir-74
MI   MI0011017  cbr-mir-74b
MI   MI0011040  crm-mir-74a
MI   MI0011041  crm-mir-74b
//
AC   MIPF0000276
ID   mir-73
MI   MI0000044  cel-mir-73
MI   MI0000512  cbr-mir-73
MI   MI0010975  cbr-mir-73b
MI   MI0011042  crm-mir-73
//
AC   MIPF0000277
ID   mir-72
MI   MI0000043  cel-mir-72
MI   MI0000751  cbr-mir-72
//
AC   MIPF0000278
ID   mir-71
MI   MI0000042  cel-mir-71
MI   MI0000511  cbr-mir-71
MI   MI0005149  sme-mir-71a-1
MI   MI0005150  sme-mir-71a-2
MI   MI0005151  sme-mir-71b
MI   MI0005152  sme-mir-71c
MI   MI0005378  bmo-mir-71
MI   MI0005741  ame-mir-71
MI   MI0008907  tca-mir-71
MI   MI0010020  bfl-mir-71
MI   MI0010061  cte-mir-71
MI   MI0010113  lgi-mir-71
MI   MI0010155  sko-mir-71
MI   MI0010196  spu-mir-71
MI   MI0010669  sja-mir-71
MI   MI0010674  sma-mir-71
MI   MI0011114  crm-mir-71
MI   MI0011151  ppc-mir-71
MI   MI0012248  dpu-mir-71
MI   MI0012283  isc-mir-71
MI   MI0013332  bma-mir-71
MI   MI0013440  aae-mir-71
MI   MI0013596  cqu-mir-71
MI   MI0013937  api-mir-71
MI   MI0014723  nvi-mir-71
MI   MI0017783  egr-mir-71
MI   MI0017806  emu-mir-71
MI   MI0018551  asu-mir-71
//
AC   MIPF0000279
ID   mir-70
MI   MI0000041  cel-mir-70
MI   MI0001402  cbr-mir-70
//
AC   MIPF0000280
ID   mir-268
MI   MI0000348  cel-mir-268
MI   MI0000541  cbr-mir-268
//
AC   MIPF0000281
ID   mir-266
MI   MI0000346  cel-mir-266
MI   MI0000349  cel-mir-269
//
AC   MIPF0000282
ID   mir-58
MI   MI0000029  cel-mir-58
MI   MI0000508  cbr-mir-58
MI   MI0011064  crm-mir-58a
MI   MI0011112  crm-mir-58b
//
AC   MIPF0000283
ID   mir-250
MI   MI0000326  cel-mir-250
MI   MI0000537  cbr-mir-250
MI   MI0011085  crm-mir-250
//
AC   MIPF0000284
ID   mir-251
MI   MI0000327  cel-mir-251
MI   MI0000538  cbr-mir-251
//
AC   MIPF0000285
ID   mir-252
MI   MI0000328  cel-mir-252
MI   MI0000539  cbr-mir-252
MI   MI0005858  dme-mir-252
MI   MI0010042  bfl-mir-252a
MI   MI0010080  cte-mir-252a
MI   MI0010081  cte-mir-252b
MI   MI0010132  lgi-mir-252
MI   MI0010174  sko-mir-252a
MI   MI0010175  sko-mir-252b
MI   MI0010208  spu-mir-252a
MI   MI0010209  spu-mir-252b
MI   MI0010608  ame-mir-252
MI   MI0010621  bmo-mir-252
MI   MI0011052  crm-mir-252
MI   MI0011137  ppc-mir-252
MI   MI0011613  dps-mir-252
MI   MI0011751  dsi-mir-252
MI   MI0012228  dpu-mir-252a
MI   MI0012229  dpu-mir-252b
MI   MI0012271  isc-mir-252b
MI   MI0013438  aae-mir-252
MI   MI0013576  cqu-mir-252
MI   MI0013919  api-mir-252a
MI   MI0014762  nvi-mir-252
MI   MI0016350  tca-mir-252a
MI   MI0016651  ngi-mir-252
MI   MI0016669  nlo-mir-252
MI   MI0018574  asu-mir-252
//
AC   MIPF0000286
ID   mir-253
MI   MI0000329  cel-mir-253
MI   MI0001401  cbr-mir-253
MI   MI0011107  crm-mir-253
//
AC   MIPF0000287
ID   mir-452
MI   MI0001733  hsa-mir-452
MI   MI0001734  mmu-mir-452
MI   MI0007753  mml-mir-452
MI   MI0008676  ptr-mir-452
MI   MI0009838  bta-mir-452
MI   MI0010399  cfa-mir-452
MI   MI0014953  ppy-mir-452
//
AC   MIPF0000288
ID   mir-374
MI   MI0000782  hsa-mir-374a
MI   MI0003552  rno-mir-374
MI   MI0004125  mmu-mir-374
MI   MI0005466  bta-mir-374a
MI   MI0005566  hsa-mir-374b
MI   MI0007718  mml-mir-374a
MI   MI0007719  mml-mir-374b
MI   MI0008179  cfa-mir-374a
MI   MI0008180  cfa-mir-374b
MI   MI0008643  ptr-mir-374a
MI   MI0008644  ptr-mir-374b
MI   MI0009816  bta-mir-374b
MI   MI0012959  eca-mir-374a
MI   MI0012960  eca-mir-374b
MI   MI0013130  ssc-mir-374a
MI   MI0013131  ssc-mir-374b
MI   MI0014108  mmu-mir-374c
MI   MI0014919  ppy-mir-374a
MI   MI0016684  hsa-mir-374c
//
AC   MIPF0000289
ID   mir-384
MI   MI0001145  hsa-mir-384
MI   MI0001146  mmu-mir-384
MI   MI0006142  rno-mir-384
MI   MI0007732  mml-mir-384
MI   MI0008178  cfa-mir-384
MI   MI0012961  eca-mir-384
MI   MI0014932  ppy-mir-384
//
AC   MIPF0000290
ID   MIR403
MI   MI0001072  ath-MIR403
MI   MI0002350  ptc-MIR403a
MI   MI0002351  ptc-MIR403b
MI   MI0005115  ptc-MIR403c
MI   MI0007964  vvi-MIR403a
MI   MI0007965  vvi-MIR403b
MI   MI0007966  vvi-MIR403c
MI   MI0007967  vvi-MIR403d
MI   MI0007968  vvi-MIR403e
MI   MI0007969  vvi-MIR403f
MI   MI0013428  rco-MIR403a
MI   MI0013429  rco-MIR403b
MI   MI0014595  aly-MIR403
MI   MI0016714  csi-MIR403
MI   MI0017528  tcc-MIR403a
MI   MI0017529  tcc-MIR403b
MI   MI0018631  gma-MIR403a
MI   MI0018632  gma-MIR403b
//
AC   MIPF0000292
ID   mir-228
MI   MI0000303  cel-mir-228
MI   MI0000526  cbr-mir-228
MI   MI0011035  crm-mir-228
//
AC   MIPF0000293
ID   mir-67
MI   MI0000038  cel-mir-67
MI   MI0000418  dme-mir-307a
MI   MI0000510  cbr-mir-67
MI   MI0001352  dps-mir-307a
MI   MI0001624  aga-mir-307
MI   MI0004986  bmo-mir-307
MI   MI0005173  sme-mir-67
MI   MI0008929  tca-mir-307
MI   MI0008970  dan-mir-307
MI   MI0009035  der-mir-307
MI   MI0009105  dgr-mir-307
MI   MI0009218  dmo-mir-307
MI   MI0009252  dpe-mir-307
MI   MI0009373  dse-mir-307
MI   MI0009450  dsi-mir-307
MI   MI0009520  dvi-mir-307
MI   MI0009598  dwi-mir-307
MI   MI0009628  dya-mir-307
